Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
15,"AR Khadka, MM Oghaz, W Matta, M Cosentino, ...","Learning how to analyse crowd behaviour using synthetic data",2019,"Proceedings of the …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3328756.3328773","https://scholar.google.com/scholar?cites=4445311409591220029&as_sdt=2005&sciodt=0,5&hl=en",11,"2024-04-16 15:55:40","","10.1145/3328756.3328773","","",,,,,15,3.00,3,5,5,"… accurately counting people in a dense crowd. Such task would … explicit object segmentation or tracking technique. In the first … However, deep learning is about deeper neural networks …","https://www.researchgate.net/profile/Mahdi-Maktabdar-Oghaz/publication/336774568_Learning_how_to_analyse_crowd_behaviour_using_synthetic_data/links/5db196854585155e27f8acd8/Learning-how-to-analyse-crowd-behaviour-using-synthetic-data.pdf","https://scholar.google.com/scholar?q=related:PfesvCzrsD0J:scholar.google.com/&scioq=%22dense+crowd%22+%22tracking%22%7C%22track%22+%22deep+learning%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019"
187,"C Liu, X Weng, Y Mu","Recurrent attentive zooming for joint crowd counting and precise localization",2019,"… of the IEEE/CVF conference on …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_CVPR_2019/html/Liu_Recurrent_Attentive_Zooming_for_Joint_Crowd_Counting_and_Precise_Localization_CVPR_2019_paper.html","https://scholar.google.com/scholar?cites=8060021938857356640&as_sdt=2005&sciodt=0,5&hl=en",12,"2024-04-16 15:55:40","","","","",,,,,187,37.40,62,3,5,"… localizationdependent applications (such as human tracking that takes the output of localization … Locality sensitive deep learning for detection and classification of nuclei in routine colon …","https://openaccess.thecvf.com/content_CVPR_2019/papers/Liu_Recurrent_Attentive_Zooming_for_Joint_Crowd_Counting_and_Precise_Localization_CVPR_2019_paper.pdf","https://scholar.google.com/scholar?q=related:YK1y4z_z2m8J:scholar.google.com/&scioq=%22dense+crowd%22+%22tracking%22%7C%22track%22+%22deep+learning%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019"
28,"L Wen, D Du, P Zhu, Q Hu, Q Wang, L Bo, ...","Drone-based joint density map estimation, localization and tracking with space-time multi-scale attention network",2019,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/1912.01811","https://scholar.google.com/scholar?cites=10452708510874497634&as_sdt=2005&sciodt=0,5&hl=en",13,"2024-04-16 15:55:40","","","","",,,,,28,5.60,4,7,5,"… estimation, localization, and tracking in dense crowd, which significantly surpasses existing … Towards perspective-free object counting with deep learning. In ECCV, pages 615–629, …","https://arxiv.org/pdf/1912.01811","https://scholar.google.com/scholar?q=related:YnJggwJ7D5EJ:scholar.google.com/&scioq=%22dense+crowd%22+%22tracking%22%7C%22track%22+%22deep+learning%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019"
1,"T Li, C Wang, X Cao","Deep crowd counting in congested scenes through refine modules",2019,"… on Data Science and Advanced Analytics …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8964178/","https://scholar.google.com/scholar?cites=12899151328584333434&as_sdt=2005&sciodt=0,5&hl=en",14,"2024-04-16 15:55:40","","","","",,,,,1,0.20,0,3,5,"… of individuals presented in an extremely dense crowd. However, approaches that directly … perspective-free object counting with deep learning,” in ECCV, 2016, pp. 615-629. [44] S. …","https://ieeexplore.ieee.org/iel7/8961324/8964124/08964178.pdf","https://scholar.google.com/scholar?q=related:evhGbMr9ArMJ:scholar.google.com/&scioq=%22dense+crowd%22+%22tracking%22%7C%22track%22+%22deep+learning%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019"
31,"P Bour, E Cribelier, V Argyriou","Crowd behavior analysis from fixed and moving cameras",2019,"Multimodal Behavior Analysis in the Wild","Elsevier","https://www.sciencedirect.com/science/article/pii/B9780128146019000237","https://scholar.google.com/scholar?cites=11262924815833468687&as_sdt=2005&sciodt=0,5&hl=en",15,"2024-04-16 15:55:40","","","","",,,,,31,6.20,10,3,5,"… Although many algorithms have been developed to track, … that decrease the accuracy of tracking and detection algorithms, … The authors in [28] introduced a deep learning framework for …","","https://scholar.google.com/scholar?q=related:D4-vS3LyTZwJ:scholar.google.com/&scioq=%22dense+crowd%22+%22tracking%22%7C%22track%22+%22deep+learning%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019"
29,"T Gupta, V Nunavath, S Roy","CrowdVAS-Net: A deep-CNN based framework to detect abnormal crowd-motion behavior in videos for predicting crowd disaster",2019,"2019 IEEE international …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8914152/","https://scholar.google.com/scholar?cites=15454241717531989794&as_sdt=2005&sciodt=0,5&hl=en",16,"2024-04-16 15:55:40","","","","",,,,,29,5.80,10,3,5,"… The optical flow is used in the problems of object tracking by … consists of 704 video clips of dense crowd behavior. In order to evaluate … Balasubramanian, “A deep learning frame-work for …","https://ieeexplore.ieee.org/iel7/8906183/8913838/08914152.pdf","https://scholar.google.com/scholar?q=related:IleERvZ-eNYJ:scholar.google.com/&scioq=%22dense+crowd%22+%22tracking%22%7C%22track%22+%22deep+learning%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019"
1,"A Hoang, DP Phan, HH Dao, ...","Human Density Estimation by Exploiting Deep Spatial Contextual Information",2019,"… Conference on Image …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8961033/","https://scholar.google.com/scholar?cites=8603793177684424679&as_sdt=2005&sciodt=0,5&hl=en",17,"2024-04-16 15:55:40","","","","",,,,,1,0.20,0,4,5,"… In this paper, we propose a deep learning method for human density estimation for sparse scenes. … had limited ability to handle the issues of occlusion in extremely dense crowd scenes. …","https://ieeexplore.ieee.org/iel7/8955481/8960955/08961033.pdf","https://scholar.google.com/scholar?q=related:5zfPbE_QZncJ:scholar.google.com/&scioq=%22dense+crowd%22+%22tracking%22%7C%22track%22+%22deep+learning%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019"
15,"S Lamba, N Nain","Detecting anomalous crowd scenes by oriented Tracklets' approach in active contour region",2019,"Multimedia Tools and Applications","Springer","https://link.springer.com/article/10.1007/s11042-019-07806-8","https://scholar.google.com/scholar?cites=16259954717851319850&as_sdt=2005&sciodt=0,5&hl=en",18,"2024-04-16 15:55:40","","10.1007/s11042-019-07806-8","","",,,,,15,3.00,8,2,5,"… Therefore, the individual segmentation and tracking are not feasible in high density crowd. … models to analyze the dense crowd instead of focusing on tracking individuals. Wang et al. [25…","","https://scholar.google.com/scholar?q=related:Kv52var2puEJ:scholar.google.com/&scioq=%22dense+crowd%22+%22tracking%22%7C%22track%22+%22deep+learning%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019"
40,"VA Sindagi, VM Patel","Inverse attention guided deep crowd counting network",2019,"… on advanced video and signal based …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8909889/","https://scholar.google.com/scholar?cites=17371393997043897032&as_sdt=2005&sciodt=0,5&hl=en",19,"2024-04-16 15:55:40","","","","",,,,,40,8.00,20,2,5,"… Advancements in deep learning and convolutional neural networks (CNN) have boosted the … Multi-source multi-scale counting in extremely dense crowd images. In Proceedings of the …","https://ieeexplore.ieee.org/iel7/8894828/8909819/08909889.pdf","https://scholar.google.com/scholar?q=related:yJInf82WE_EJ:scholar.google.com/&scioq=%22dense+crowd%22+%22tracking%22%7C%22track%22+%22deep+learning%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019"
54,"X Jiang, L Zhang, P Lv, Y Guo, R Zhu, ...","Learning multi-level density maps for crowd counting",2019,"IEEE transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8848475/","https://scholar.google.com/scholar?cites=16291936562647451234&as_sdt=2005&sciodt=0,5&hl=en",20,"2024-04-16 15:55:40","","","","",,,,,54,10.80,9,6,5,"… However, for dense crowd scenes where people are close to each other, low-level features are not sufficient. … His current research interests include computer vision and deep learning. …","https://ieeexplore.ieee.org/iel7/5962385/9154775/08848475.pdf","https://scholar.google.com/scholar?q=related:YsbMP_yVGOIJ:scholar.google.com/&scioq=%22dense+crowd%22+%22tracking%22%7C%22track%22+%22deep+learning%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019"
115,"Y Tian, Y Lei, J Zhang, JZ Wang","Padnet: Pan-density crowd counting",2019,"IEEE Transactions on Image …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8897143/","https://scholar.google.com/scholar?cites=10218258472960061779&as_sdt=2005&sciodt=0,5&hl=en",21,"2024-04-16 15:55:40","","","","",,,,,115,23.00,29,4,5,"… Our method achieves superior performance both on a highly dense crowd dataset and a … We propose a novel end-to-end deep learning framework named PaDNet for pan-density …","https://ieeexplore.ieee.org/iel7/83/4358840/08897143.pdf","https://scholar.google.com/scholar?q=related:U_HoR_GLzo0J:scholar.google.com/&scioq=%22dense+crowd%22+%22tracking%22%7C%22track%22+%22deep+learning%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019"
1,"Z Li, Y Zou, G Wang, J Zhang","Scale-informed density estimation for dense crowd counting",2019,"2019 IEEE Visual …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8965799/","https://scholar.google.com/scholar?cites=8965760621369863241&as_sdt=2005&sciodt=0,5&hl=en",22,"2024-04-16 15:55:40","","","","",,,,,1,0.20,0,4,5,"… — Dense crowd counting (DCC) remains challenging due to the scale variation and occlusion. Several deep learning … In this work, we propose a scale-informed dense crowd counting …","https://ieeexplore.ieee.org/iel7/8960260/8965654/08965799.pdf","https://scholar.google.com/scholar?q=related:SazvUcjHbHwJ:scholar.google.com/&scioq=%22dense+crowd%22+%22tracking%22%7C%22track%22+%22deep+learning%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019"
37,"M Saqib, SD Khan, N Sharma, M Blumenstein","Crowd counting in low-resolution crowded scenes using region-based deep convolutional neural networks",2019,"IEEE Access","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8669755/","https://scholar.google.com/scholar?cites=13636471966621105111&as_sdt=2005&sciodt=0,5&hl=en",23,"2024-04-16 15:55:40","","","","",,,,,37,7.40,9,4,5,"… However, recent advancement in deep learning has shown … -range tracking, instead our goals is to use low-level tracking to … Multi-source multi-scale counting in extremely dense crowd …","https://ieeexplore.ieee.org/iel7/6287639/6514899/08669755.pdf","https://scholar.google.com/scholar?q=related:1_sFKAF7Pr0J:scholar.google.com/&scioq=%22dense+crowd%22+%22tracking%22%7C%22track%22+%22deep+learning%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019"
140,"ZQ Cheng, JX Li, Q Dai, X Wu, ...","Learning spatial awareness to improve crowd counting",2019,"Proceedings of the …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_ICCV_2019/html/Cheng_Learning_Spatial_Awareness_to_Improve_Crowd_Counting_ICCV_2019_paper.html","https://scholar.google.com/scholar?cites=17564893516419638179&as_sdt=2005&sciodt=0,5&hl=en",24,"2024-04-16 15:55:40","","","","",,,,,140,28.00,28,5,5,"… descent, thus can hardly be integrated into the deep learning framework. In this paper, we … Similar to [3, 19, 20], we observe that dense-crowd regions are usually underestimated, …","https://openaccess.thecvf.com/content_ICCV_2019/papers/Cheng_Learning_Spatial_Awareness_to_Improve_Crowd_Counting_ICCV_2019_paper.pdf","https://scholar.google.com/scholar?q=related:oyPBI5cJw_MJ:scholar.google.com/&scioq=%22dense+crowd%22+%22tracking%22%7C%22track%22+%22deep+learning%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019"
16,"Z Liu, Y Chen, B Chen, L Zhu, D Wu, G Shen","Crowd counting method based on convolutional neural network with global density feature",2019,"IEEE Access","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8755826/","https://scholar.google.com/scholar?cites=12345881373757152945&as_sdt=2005&sciodt=0,5&hl=en",25,"2024-04-16 15:55:40","","","","",,,,,16,3.20,3,6,5,"… of deep learning and big data [11]–[14], crowd counting methods based on deep learning are … : A deep convolutional network for dense crowd counting,’’ in Proc. 24th ACM Int. Conf. …","https://ieeexplore.ieee.org/iel7/6287639/8600701/08755826.pdf","https://scholar.google.com/scholar?q=related:sR7oubJhVasJ:scholar.google.com/&scioq=%22dense+crowd%22+%22tracking%22%7C%22track%22+%22deep+learning%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019"
95,"L Zhu, Z Zhao, C Lu, Y Lin, Y Peng, T Yao","Dual path multi-scale fusion networks with attention for crowd counting",2019,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/1902.01115","https://scholar.google.com/scholar?cites=3867396606218585436&as_sdt=2005&sciodt=0,5&hl=en",26,"2024-04-16 15:55:40","","","","",,,,,95,19.00,16,6,5,"… It contains 1535 dense crowd images which are divided into train and test sets of 1201 and 334 images respectively. The UCF-QNRF dataset has the most number of high-count crowd …","https://arxiv.org/pdf/1902.01115","https://scholar.google.com/scholar?q=related:XMU1F7nAqzUJ:scholar.google.com/&scioq=%22dense+crowd%22+%22tracking%22%7C%22track%22+%22deep+learning%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019"
25,"J Li, Y Xue, W Wang, G Ouyang","Cross-level parallel network for crowd counting",2019,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8798674/","https://scholar.google.com/scholar?cites=7803311127023930806&as_sdt=2005&sciodt=0,5&hl=en",27,"2024-04-16 15:55:40","","","","",,,,,25,5.00,6,4,5,"… Therefore, the aim is to use deep learning strategies to design a robust and discriminative … our method works not only in dense crowd images but also in relatively sparse scenes. …","https://ieeexplore.ieee.org/iel7/9424/4389054/08798674.pdf","https://scholar.google.com/scholar?q=related:tk0dViDuSmwJ:scholar.google.com/&scioq=%22dense+crowd%22+%22tracking%22%7C%22track%22+%22deep+learning%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019"
1,"H Guo, F He, X Cheng, X Ding, Y Huang","Pay attention to deep feature fusion in crowd density estimation",2019,"International Conference on …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-36808-1_39","https://scholar.google.com/scholar?cites=16966957458749652438&as_sdt=2005&sciodt=0,5&hl=en",28,"2024-04-16 15:55:40","","10.1007/978-3-030-36808-1_39","","",,,,,1,0.20,0,5,5,"… Multi-source multi-scale counting in extremely dense crowd images. In: 2013 IEEE Conference on Computer Vision and Pattern Recognition, pp. 2547–2554 (2013) … Track your research …","","https://scholar.google.com/scholar?q=related:1v3v9-m9dusJ:scholar.google.com/&scioq=%22dense+crowd%22+%22tracking%22%7C%22track%22+%22deep+learning%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019"
1,"B Xu, W Zou, J Garibaldi, G Qiu","A classification-regression deep learning model for people counting",2019,"Intelligent Systems and Applications …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-01054-6_9","https://scholar.google.com/scholar?cites=11396332544998108285&as_sdt=2005&sciodt=0,5&hl=en",29,"2024-04-16 15:55:40","","10.1007/978-3-030-01054-6_9","","",,,,,1,0.20,0,4,5,"… As this kind of approach does not require to detect and track individual person, it has … : Crowdnet: a deep convolutional network for dense crowd counting. In: Proceedings of the …","https://nottingham-repository.worktribe.com/OutputFile/1412864","https://scholar.google.com/scholar?q=related:fezVvhHoJ54J:scholar.google.com/&scioq=%22dense+crowd%22+%22tracking%22%7C%22track%22+%22deep+learning%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019"
41,"SD Khan, H Ullah, M Uzair, M Ullah, ...","Disam: Density independent and scale aware model for crowd counting and localization",2019,"… on Image Processing …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8803409/","https://scholar.google.com/scholar?cites=296036835921303236&as_sdt=2005&sciodt=0,5&hl=en",30,"2024-04-16 15:55:40","","","","",,,,,41,8.20,8,5,5,"… Localization information can be used to detect and track a … Deep learning has achieved tremendous success in the … localizing the human heads in dense crowd scenes. To tackle the …","https://ieeexplore.ieee.org/iel7/8791230/8799366/08803409.pdf","https://scholar.google.com/scholar?q=related:xBaFDe-7GwQJ:scholar.google.com/&scioq=%22dense+crowd%22+%22tracking%22%7C%22track%22+%22deep+learning%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019"
138,"C Xu, K Qiu, J Fu, S Bai, Y Xu, ...","Learn to scale: Generating multipolar normalized density maps for crowd counting",2019,"Proceedings of the IEEE …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_ICCV_2019/html/Xu_Learn_to_Scale_Generating_Multipolar_Normalized_Density_Maps_for_Crowd_ICCV_2019_paper.html","https://scholar.google.com/scholar?cites=11302385835055134314&as_sdt=2005&sciodt=0,5&hl=en",31,"2024-04-16 15:55:40","","","","",,,,,138,27.60,23,6,5,"… Dense crowd counting aims to predict thousands of human instances from an image, by … In recent years, the deep learning based approaches have been the mainstream of crowd …","http://openaccess.thecvf.com/content_ICCV_2019/papers/Xu_Learn_to_Scale_Generating_Multipolar_Normalized_Density_Maps_for_Crowd_ICCV_2019_paper.pdf","https://scholar.google.com/scholar?q=related:ajbezAgk2pwJ:scholar.google.com/&scioq=%22dense+crowd%22+%22tracking%22%7C%22track%22+%22deep+learning%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019"
28,"G Khan, Z Tariq, MUG Khan, PL Mazzeo, ...","Multi-person tracking based on faster R-CNN and deep appearance features",2019,"… object tracking with …","books.google.com","https://books.google.com/books?hl=en&lr=&id=3Er9DwAAQBAJ&oi=fnd&pg=PA25&dq=%22dense+crowd%22+%22tracking%22%7C%22track%22+%22deep+learning%22&ots=BQZnBwOY3-&sig=7qc8nnR47ImlYxqZmp3Zl-X09Bw","https://scholar.google.com/scholar?cites=4019989299867880810&as_sdt=2005&sciodt=0,5&hl=en",32,"2024-04-16 15:55:40","","","","",,,,,28,5.60,6,5,5,"… object tracking. Object detection accuracy has been increased by employing deep learning-… • For highly dense crowd identity, switches may occur because of similar features of the …","https://www.intechopen.com/chapters/67229","https://scholar.google.com/scholar?q=related:ag1_K_jeyTcJ:scholar.google.com/&scioq=%22dense+crowd%22+%22tracking%22%7C%22track%22+%22deep+learning%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019"
17,"N Ilyas, A Ahmad, K Kim","Casa-crowd: A context-aware scale aggregation cnn-based crowd counting technique",2019,"IEEE Access","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8935161/","https://scholar.google.com/scholar?cites=3555627934348257552&as_sdt=2005&sciodt=0,5&hl=en",33,"2024-04-16 15:55:40","","","","",,,,,17,3.40,6,3,5,"… Detection, tracking and counting in low resolution images and … a detection framework for dense crowd counting. They used … A large training dataset is required to apply deep learning, …","https://ieeexplore.ieee.org/iel7/6287639/6514899/08935161.pdf","https://scholar.google.com/scholar?q=related:EKlIjMQgWDEJ:scholar.google.com/&scioq=%22dense+crowd%22+%22tracking%22%7C%22track%22+%22deep+learning%22&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2019"
