Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"Feng Min, Yansong Wang, Sicheng Zhu","People Counting Based on Multi-scale Region Adaptive Segmentation and",2020,"Proceedings of the 2020 3rd International Conference on Artificial","Association for Computing Machinery","http://dx.doi.org/10.1145/3430199.3430201","",11,"2024-04-16 10:21:56","CPAPER","10.1145/3430199.3430201","","",,,79,,0,0.00,0,3,4,"People counting based on surveillance camera is the basis of the important","",""
0,"Peng Yang, Chuanying Yang, Bao Shi, Legen Ao, Shaoying Ma","Research on Mask Detection Method Based on Yolov8",2023,"Proceedings of the 2023 International Conference on Computer, Vision and","Association for Computing Machinery","http://dx.doi.org/10.1145/3627341.3630411","",12,"2024-04-16 10:21:56","CPAPER","10.1145/3627341.3630411","","",,,,,0,0.00,0,5,1,"An improved Yolov8 model is proposed to address the issue of low detection","",""
0,"Anran Zhang, Xiaolong Jiang, Baochang Zhang, Xianbin Cao","Multi-scale Supervised Attentive Encoder-Decoder Network for Crowd",2020,"ACM Trans. Multimedia Comput. Commun. Appl.","Association for Computing Machinery","http://dx.doi.org/10.1145/3356019","",13,"2024-04-16 10:21:56","JOUR","10.1145/3356019","1551-6857","",16,1,,,0,0.00,0,4,4,"Crowd counting is a popular topic with widespread applications. Currently,","",""
0,"Jinghui Zhong, Dongrui Li, Zhixing Huang, Chengyu Lu, Wentong Cai","Data-driven Crowd Modeling Techniques: A Survey",2022,"ACM Trans. Model. Comput. Simul.","Association for Computing Machinery","http://dx.doi.org/10.1145/3481299","",14,"2024-04-16 10:21:56","JOUR","10.1145/3481299","1049-3301","",32,1,,,0,0.00,0,5,2,"Data-driven crowd modeling has now become a popular and effective approach","",""
0,"Hongting Niu, Hengshu Zhu, Ying Sun, Xinjiang Lu, Jing Sun, Zhiyuan Zhao, Hui Xiong, Bo Lang","Exploring the Risky Travel Area and Behavior of Car-hailing Service",2021,"ACM Trans. Intell. Syst. Technol.","Association for Computing Machinery","http://dx.doi.org/10.1145/3465059","",15,"2024-04-16 10:21:56","JOUR","10.1145/3465059","2157-6904","",13,1,,,0,0.00,0,8,3,"Recent years have witnessed the rapid development of car-hailing services,","",""
0,"Phuc Thinh Do, Ngoc Quoc Ly","A New Framework For Crowded Scene Counting Based On Weighted Sum Of",2018,"Proceedings of the 9th International Symposium on Information and","Association for Computing Machinery","http://dx.doi.org/10.1145/3287921.3287980","",16,"2024-04-16 10:21:56","CPAPER","10.1145/3287921.3287980","","",,,313,,0,0.00,0,2,6,"Crowd density estimation is an important task in the surveillance camera","",""
0,"Jason M Grant, Patrick J Flynn","Crowd Scene Understanding from Video: A Survey",2017,"ACM Trans. Multimedia Comput. Commun. Appl.","Association for Computing Machinery","http://dx.doi.org/10.1145/3052930","",17,"2024-04-16 10:21:56","JOUR","10.1145/3052930","1551-6857","",13,2,,,0,0.00,0,2,7,"Crowd video analysis has applications in crowd management, public space","",""
0,"Sanghyun Son, Yi-Ling Qiao, Jason Sewall, Ming C Lin","Differentiable Hybrid Traffic Simulation",2022,"ACM Trans. Graph.","Association for Computing Machinery","http://dx.doi.org/10.1145/3550454.3555492","",18,"2024-04-16 10:21:56","JOUR","10.1145/3550454.3555492","0730-0301","",41,6,,,0,0.00,0,4,2,"We introduce a novel differentiable hybrid traffic simulator, which","",""
0,"","ICVGIP '22: Proceedings of the Thirteenth Indian Conference on Computer",2022,"","Association for Computing Machinery","","",19,"2024-04-16 10:21:56","CONF","","9781450398220","",,,,,0,0.00,0,0,2,"","",""
0,"","ICVIP '23: Proceedings of the 2023 7th International Conference on Video",2023,"","Association for Computing Machinery","","",20,"2024-04-16 10:21:56","CONF","","","",,,,,0,0.00,0,0,1,"","",""
0,"","ICCIR '22: Proceedings of the 2022 2nd International Conference on Control",2022,"","Association for Computing Machinery","","",21,"2024-04-16 10:21:56","CONF","","9781450397179","",,,,,0,0.00,0,0,2,"","",""
0,"","MIG '15: Proceedings of the 8th ACM SIGGRAPH Conference on Motion in Games",2015,"","Association for Computing Machinery","","",22,"2024-04-16 10:21:56","CONF","","9781450339919","",,,,,0,0.00,0,0,9,"","",""
0,"","EITCE '22: Proceedings of the 2022 6th International Conference on",2022,"","Association for Computing Machinery","","",23,"2024-04-16 10:21:56","CONF","","9781450397148","",,,,,0,0.00,0,0,2,"","",""
0,"Christoforos Mavrogiannis, Francesca Baldini, Allan Wang, Dapeng Zhao, Pete Trautman, Aaron Steinfeld, Jean Oh","Core Challenges of Social Robot Navigation: A Survey",2023,"J. Hum. -Robot Interact.","Association for Computing Machinery","http://dx.doi.org/10.1145/3583741","",24,"2024-04-16 10:21:56","JOUR","10.1145/3583741","","",12,3,,,0,0.00,0,7,1,"Robot navigation in crowded public spaces is a complex task that requires","",""
0,"","MLNLP '22: Proceedings of the 2022 5th International Conference on Machine",2022,"","Association for Computing Machinery","","",25,"2024-04-16 10:21:56","CONF","","9781450399067","",,,,,0,0.00,0,0,2,"","",""
0,"","ICCVIT '23: Proceedings of the 2023 International Conference on Computer,",2023,"","Association for Computing Machinery","","",26,"2024-04-16 10:21:56","CONF","","","",,,,,0,0.00,0,0,1,"","",""
0,"","RICAI '22: Proceedings of the 2022 4th International Conference on",2022,"","Association for Computing Machinery","","",27,"2024-04-16 10:21:56","CONF","","9781450398343","",,,,,0,0.00,0,0,2,"","",""
0,"","ICIGP '23: Proceedings of the 2023 6th International Conference on Image",2023,"","Association for Computing Machinery","","",28,"2024-04-16 10:21:56","CONF","","9781450398572","",,,,,0,0.00,0,0,1,"","",""
0,"","ICNCC '22: Proceedings of the 2022 11th International Conference on",2022,"","Association for Computing Machinery","","",29,"2024-04-16 10:21:56","CONF","","9781450398039","",,,,,0,0.00,0,0,2,"","",""
0,"","ACAI '22: Proceedings of the 2022 5th International Conference on",2022,"","Association for Computing Machinery","","",30,"2024-04-16 10:21:56","CONF","","9781450398336","",,,,,0,0.00,0,0,2,"","",""
0,"","ICMI '23: Proceedings of the 25th International Conference on Multimodal",2023,"","Association for Computing Machinery","","",31,"2024-04-16 10:21:56","CONF","","","",,,,,0,0.00,0,0,1,"","",""
0,"","HRI '24: Companion of the 2024 ACM/IEEE International Conference on",2024,"","Association for Computing Machinery","","",32,"2024-04-16 10:21:56","CONF","","","",,,,,0,0.00,0,0,1,"Welcome one and all to the 19th Annual ACM/IEEE International Conference","",""
0,"","HotNets '23: Proceedings of the 22nd ACM Workshop on Hot Topics in",2023,"","Association for Computing Machinery","","",33,"2024-04-16 10:21:56","CONF","","","",,,,,0,0.00,0,0,1,"","",""
0,"","CHI EA '23: Extended Abstracts of the 2023 CHI Conference on Human Factors",2023,"","Association for Computing Machinery","","",34,"2024-04-16 10:21:56","CONF","","9781450394222","",,,,,0,0.00,0,0,1,"","",""
